Case #1: Impossible
4 9 39051
9 8 47850
4 11 47915
8 3 48830
6 17 58678
6 23 63169
21 6 71915
20 1 81990
12 1 87112
9 22 88153
5 18 89723
17 7 104039
21 2 105489
4 7 109598
5 12 114163
23 1 116744
3 14 120064
12 14 121899
13 22 129311
22 14 129945
23 19 130272
12 19 131030
7 18 132180
4 12 135250
12 8 136022
13 8 138885
14 18 146339
15 23 152169
13 5 152380
14 4 157959
18 23 158622
18 8 160462
16 2 164152
22 3 165099
13 9 167001
16 9 167492
3 16 168472
13 11 178001
6 13 192187
14 13 194699
1 16 203160
20 3 204799
1 21 232094
13 16 237313
16 14 237947
16 21 253816
21 22 260077
12 21 261239
6 5 303487
12 10 350513
22 10 358559
16 10 466561
Case #261: 50
41 32 255924
43 12 277396
50 3 312463
36 32 353277
2 41 390090
15 38 526317
38 14 561004
36 45 583050
20 11 583544
36 40 592411
18 2 597588
26 24 604776
27 25 606594
21 22 623955
16 9 663296
50 1 678003
29 1 680468
11 41 690689
8 30 701049
4 31 711375
5 40 711504
30 1 722536
33 1 722905
6 40 745620
33 48 746117
4 1 753079
38 45 778243
38 42 801965
49 25 812589
12 39 845082
38 6 854535
32 4 866570
43 10 871170
17 4 886993
35 2 890130
26 32 895608
42 7 896605
43 29 906361
22 12 906431
43 41 908018
7 31 926601
2 12 944842
37 2 954264
23 29 960381
10 49 960854
8 42 967686
18 49 967833
16 6 968368
43 47 973492
38 39 974733
Case #262: 33
6 5 9005
9 13 78575
19 12 101815
9 6 134564
12 13 171214
2 12 187798
18 14 193287
4 7 210679
12 6 227203
18 6 316801
4 2 318403
4 3 388957
19 3 396027
9 14 406117
14 7 429412
20 11 457604
5 16 465838
17 12 516246
18 20 574722
19 15 658295
20 8 669053
3 20 679750
14 15 724165
10 7 743683
5 10 751865
15 9 766781
16 18 773634
17 3 810458
8 18 818207
14 10 842690
10 16 900479
10 2 903966
3 15 968354
Case #263: Impossible
Case #264: 43
1 12 29800
2 24 89204
25 6 98354
2 18 101816
23 14 123990
23 16 182909
8 10 187569
17 18 213782
24 10 217121
18 14 226428
3 23 263687
14 7 284401
24 25 295116
16 7 315018
18 6 318487
23 21 328553
20 1 358281
20 4 391909
1 2 393967
10 13 418798
20 2 422618
10 22 470312
13 20 509867
15 24 518463
12 3 519182
6 21 544602
12 17 583341
9 14 587770
25 11 594303
5 10 601685
4 7 604536
7 3 606780
18 11 611807
24 11 624419
6 11 630286
6 5 655345
19 24 664769
5 20 689999
25 15 765971
5 9 796047
4 21 800980
13 19 841222
21 19 878272
Case #265: Impossible
Case #266: 149
6 3 2866
3 10 3807
5 2 4149
40 14 5195
8 3 5229
20 6 8182
4 23 13943
19 10 17053
5 20 17194
9 3 17204
19 20 18562
8 4 19124
24 10 20217
11 19 20462
31 15 21467
6 4 21487
8 24 21639
6 5 22358
11 2 23243
14 6 24254
8 5 24721
31 24 25875
40 8 27086
34 3 28112
3 26 28411
36 16 28525
3 22 33024
20 34 33428
38 39 36150
14 26 36903
37 4 44419
24 26 44821
36 40 45591
20 31 47601
40 37 52381
26 23 53613
15 34 59044
32 2 60131
3 36 61982
12 9 62254
32 19 62912
2 31 65926
9 42 66860
28 33 69065
27 22 76377
27 3 77761
28 40 81017
6 39 82196
5 17 82489
17 19 83857
22 39 84334
33 19 86589
16 6 87641
29 4 89141
2 33 89370
42 20 89380
30 3 89385
28 37 89588
14 15 90872
29 14 91908
8 28 92179
39 40 93021
10 17 98174
26 38 98969
33 20 102415
28 20 102724
13 3 104371
15 27 104575
24 38 105596
25 9 105975
14 30 106047
38 19 110046
30 2 113026
29 42 113245
8 25 116615
9 7 117418
40 13 118058
42 15 121668
33 9 121917
5 25 123264
13 5 123863
25 19 124632
15 36 125734
3 7 126362
36 29 126770
7 2 127900
23 33 128177
41 33 129100
7 20 131678
40 33 132914
41 4 133090
7 22 133238
26 18 137132
38 28 137888
34 25 139498
40 7 142286
1 28 143184
1 24 146499
13 31 146656
38 15 148025
4 7 150248
19 1 150949
1 2 153730
4 1 154442
15 33 154660
34 1 158201
26 1 158500
36 33 162581
28 25 163633
33 42 166224
33 17 167710
26 41 172760
1 27 173442
39 25 174489
38 13 174929
37 18 186427
3 35 193899
16 41 199244
15 18 202386
11 35 206836
21 20 208400
33 25 208485
33 13 209084
24 35 210309
13 18 213092
35 40 215756
2 35 217540
1 38 217549
21 14 219746
21 9 220288
23 35 221737
7 1 230303
21 34 231196
1 17 232070
21 31 245369
28 18 249857
37 35 252213
21 36 254608
21 37 261398
33 18 270256
30 35 272826
35 39 273229
25 18 276929
21 27 280845
30 21 282011
35 25 305285
1 35 323988
21 18 368627
35 21 386525
Case #267: 98
15 10 15388
18 19 17027
18 12 24284
1 2 36521
4 9 37863
25 19 47732
20 13 49239
19 22 49564
15 25 53072
22 18 56995
12 16 59920
25 5 66789
23 6 69326
16 18 73105
25 24 74539
16 5 75135
24 7 81472
3 2 82057
4 11 84479
2 15 86082
21 13 88014
17 16 90413
21 11 91149
7 13 94060
8 23 96069
4 24 96682
14 1 96786
11 17 98634
9 17 101625
10 1 107215
8 20 107541
9 7 110684
10 3 112674
7 20 115236
12 6 120174
21 2 121989
20 6 134284
22 10 134620
13 10 136629
18 1 137688
21 9 137765
21 8 146316
11 15 146368
5 6 146488
12 8 146917
18 20 151361
8 7 152362
4 16 154175
13 23 154371
11 16 157874
24 17 160444
16 15 163909
6 4 168083
5 2 172179
21 16 172376
21 6 173059
8 5 173231
7 6 179105
25 21 185870
11 6 187656
17 14 188403
10 23 191122
10 21 192683
15 9 192984
4 8 194826
8 10 194931
5 13 198570
12 13 205219
2 22 205314
2 13 207323
8 11 214399
16 2 219215
6 10 221674
23 11 223514
17 10 228984
6 17 231845
7 23 231973
14 5 232444
11 1 233197
23 24 236589
20 4 244886
13 17 247553
4 3 249381
4 1 249638
21 22 251319
4 14 252165
14 13 254563
8 17 258588
16 3 261195
2 23 261816
2 8 265625
14 22 271466
3 23 272258
6 2 292368
2 17 299678
8 14 312865
3 17 313143
6 14 339608
Case #268: 4
5 7 858746
5 3 907967
8 7 931190
4 1 944063
Case #269: 92
12 28 791
18 31 1056
16 8 2285
15 6 3174
25 33 6861
18 12 7069
23 9 8942
4 9 9579
24 15 10388
25 16 10943
20 12 11517
9 25 11610
31 2 13927
22 10 15698
26 34 19002
10 6 19753
30 36 19758
33 8 20061
27 16 21164
2 26 22853
8 9 24810
5 8 25361
32 1 25791
37 32 29274
25 5 31243
13 18 31420
28 15 31979
14 19 32141
20 15 33023
27 7 38235
4 6 40506
35 37 40510
6 23 41143
15 27 41707
19 1 44438
19 5 50929
9 26 52135
22 30 52162
18 9 53354
3 36 55957
25 22 58296
32 8 59659
14 30 61229
23 31 62603
35 17 63041
12 21 64776
1 18 64908
36 17 66723
5 35 72140
34 16 72502
2 16 73184
2 7 75278
35 27 76773
2 4 77167
3 18 80642
4 14 82212
28 32 83068
10 8 87194
11 36 88059
31 32 90402
37 11 90411
34 36 90641
20 32 93794
37 36 94662
25 1 98650
12 11 99331
14 8 101074
25 37 102133
8 11 102920
30 32 104178
19 15 104808
6 37 109506
12 37 111551
6 29 114468
35 30 115414
25 11 116120
29 25 117507
13 14 117544
4 21 123056
8 30 123658
23 21 123693
16 29 125018
22 37 127066
12 29 127547
7 21 128840
13 35 130806
32 22 131155
19 17 132631
13 17 142318
21 32 147053
3 32 169988
17 4 180185
Case #270: Impossible
Case #271: Impossible
Case #272: 20
8 1 75364
8 2 156275
8 6 177443
7 3 236121
6 10 287346
2 4 287452
6 3 415176
5 2 448131
5 3 454463
8 3 483729
1 5 486874
6 4 508877
6 7 552150
9 2 569215
8 9 633375
10 4 668137
10 7 796292
3 9 827306
4 7 851027
5 10 876299
Case #273: 49
29 23 12942
46 49 215902
21 15 233247
44 32 276330
16 13 338909
37 17 358874
32 46 372895
8 29 429373
50 29 438537
25 11 442353
15 28 550079
19 17 556046
6 10 584360
29 1 641710
20 14 667316
12 29 670469
18 31 677305
36 10 677473
9 40 687620
6 14 704001
32 2 710808
47 7 728912
45 28 735730
40 1 739738
27 28 740092
15 37 741601
39 11 748927
37 5 761520
41 25 764245
46 22 775988
42 49 783397
7 16 786129
24 19 799775
3 41 807936
24 29 808226
6 21 821495
24 18 841339
48 46 862808
15 13 880204
16 36 883084
42 5 888093
22 39 911628
36 40 918101
6 29 921536
10 24 943594
28 5 953042
13 31 956106
34 12 991885
15 10 993266
Case #274: Impossible
Case #275: 167
11 48 27554
21 16 35199
11 38 36886
20 23 48622
2 40 50930
37 5 56794
43 10 58805
16 26 65308
33 13 65383
38 26 65611
20 40 73358
37 11 74537
30 44 92368
15 38 93412
3 43 96227
49 11 97516
11 33 98337
37 18 98610
47 40 99871
26 43 101245
48 15 102138
38 46 111021
18 49 112733
13 48 113692
1 16 116321
26 49 120999
30 12 124180
45 26 125122
42 25 125355
41 21 127293
15 21 128308
29 5 129003
33 30 130213
11 27 130974
9 21 131382
47 20 132713
29 41 134693
33 28 135932
44 48 138263
13 23 141077
49 40 141257
9 3 142459
42 28 142804
29 30 149040
37 15 149121
50 18 149368
25 31 152124
2 19 159626
49 13 160354
41 2 161026
11 14 161328
28 15 162379
42 3 163850
49 2 165011
29 49 165854
19 13 169572
33 15 171270
1 3 173865
49 45 175730
15 42 178142
27 42 181075
19 20 183317
47 35 185859
34 41 188560
3 27 189615
31 43 190031
31 23 190508
23 44 191601
31 15 193512
19 25 193555
45 12 194799
35 16 196575
18 34 196640
30 34 202417
29 50 202489
29 46 202690
48 10 202895
47 3 204001
22 38 205667
22 5 206146
1 41 208415
18 28 210742
28 20 214005
37 22 214266
38 28 216047
8 49 216294
12 37 217058
14 43 222510
47 10 224703
9 47 224858
50 31 224978
30 14 225450
7 29 226768
9 27 228254
7 48 228622
45 30 229307
29 14 231054
11 35 233158
20 14 235531
4 47 237081
7 40 241727
36 3 242730
13 34 244261
12 2 245502
26 8 249775
27 10 253774
33 17 257351
36 29 257669
13 7 260824
43 27 260944
34 31 261326
50 7 261390
1 23 266843
14 13 267088
1 30 267152
7 22 267918
10 45 270212
34 47 270499
39 49 274084
3 39 277473
39 31 278360
49 28 281904
17 49 287680
45 8 288204
31 8 292909
40 17 303637
39 40 304582
34 6 305339
28 22 317110
17 41 318841
28 50 327269
32 31 329561
22 44 334598
47 6 346647
13 4 356049
12 8 360207
36 28 363250
32 18 366280
22 12 366410
32 19 370992
6 15 373400
6 2 374855
6 11 377864
4 11 377944
17 46 383573
34 7 385144
12 4 386371
6 45 392156
6 19 397251
41 32 401332
39 14 407683
32 13 413901
24 45 418793
6 46 437978
6 50 438179
8 17 444470
46 4 452685
24 31 455129
32 36 456744
24 47 464302
22 39 478071
24 36 489182
14 24 504101
32 35 505813
4 39 506268
32 4 557469
32 39 581961
Case #276: 6
7 6 317452
5 9 735815
9 8 867368
9 7 878072
9 6 916759
3 9 930773
Case #277: Impossible
Case #278: 17
13 19 11605
23 12 123252
9 7 321503
17 14 386539
5 23 457728
8 15 465687
14 1 520800
25 9 579858
13 5 584021
3 16 797752
26 7 828329
16 19 841574
23 7 854690
18 21 892480
7 3 921389
23 1 934196
16 24 961545
Case #279: 170
24 18 15258
22 16 28395
20 35 28979
3 23 34054
13 26 35759
18 31 43495
35 11 47271
11 10 52260
9 37 55266
33 38 71670
22 27 72164
10 3 94144
27 38 97711
28 25 102323
21 27 106752
14 34 112417
26 22 112553
44 13 113606
12 31 119402
10 13 125334
35 43 127109
38 23 127852
38 18 128894
28 22 130143
4 20 139177
40 19 143162
5 36 147429
22 35 148071
26 39 149114
14 31 149690
2 40 155102
21 44 156417
28 20 162020
7 38 164167
38 40 166125
35 37 169688
25 44 169760
26 11 170394
23 28 171632
3 21 177272
29 16 178276
10 28 178683
29 27 181755
20 38 181905
33 15 185982
25 3 190615
41 28 191032
10 33 193005
34 17 194958
40 13 195105
19 23 195802
37 14 198066
22 4 198399
28 26 199462
35 12 200297
32 31 202135
25 21 206446
40 8 208744
3 4 210091
14 21 211037
29 20 214881
37 4 220016
1 12 221350
18 19 221581
13 2 223622
25 26 224582
6 4 227027
19 25 228811
1 35 232499
2 28 233493
15 11 234334
20 1 235080
41 35 242931
10 1 243118
24 44 243156
25 5 244638
27 6 244902
11 31 249709
8 31 251627
24 4 252112
15 24 258464
21 30 258619
7 35 259116
28 43 259300
32 33 259442
44 7 263160
43 4 263705
30 24 265604
33 9 266088
29 2 268443
10 6 268535
25 33 269075
32 30 269464
19 29 269619
17 3 271500
19 34 271607
18 40 272973
43 9 273181
24 28 273855
19 16 274938
9 7 275939
12 33 276471
31 20 278080
41 23 278616
6 7 280026
14 4 281546
11 5 282313
31 7 283178
19 43 283470
29 41 284071
18 45 285808
25 1 286377
32 44 286765
20 18 288753
30 6 289341
36 19 292519
30 12 292767
8 17 293112
37 15 295213
12 19 297488
26 19 300115
6 35 300117
26 24 300973
26 41 303354
42 10 306219
16 8 306692
7 42 309143
42 11 309627
37 8 310918
34 12 315543
28 33 316186
33 36 321299
13 18 321474
9 18 323312
21 36 324047
2 8 326003
26 6 326058
45 6 326151
21 24 326569
5 24 326927
36 22 328917
31 26 329210
32 16 329252
42 27 329843
42 37 336086
38 8 337026
29 33 338697
36 28 339378
35 32 340698
42 26 349226
32 7 351939
6 5 352012
31 41 353255
43 32 356346
25 42 358660
24 39 363258
26 8 365697
11 36 369651
5 43 377811
13 12 382203
12 41 385667
26 36 389132
13 32 392596
36 45 393366
45 34 419254
33 39 429034
5 42 436156
17 42 436610
45 37 449092
17 12 463382
Case #280: 3
6 4 23108
6 2 198567
6 1 494161
Case #281: 9
8 9 87880
4 7 124563
11 9 354593
11 2 560465
1 5 569136
12 11 651963
12 6 715375
1 12 762537
7 5 901433
Case #282: Impossible
Case #283: Impossible
Case #284: 231
29 23 851
23 14 1119
23 32 1348
18 28 2977
18 10 6038
1 21 15008
35 14 17684
35 32 19615
13 9 21232
17 33 22436
36 1 24449
34 18 29499
11 18 29519
27 28 30176
26 37 31172
18 22 31814
27 10 33237
15 6 34727
29 33 34865
13 15 35211
27 20 36900
21 29 36945
29 40 37438
8 27 37964
17 13 40443
32 20 40830
2 34 41675
25 15 44064
7 43 44346
26 29 44882
24 37 45327
4 23 45501
37 1 46986
3 36 48159
9 6 48706
11 22 49257
29 2 50621
8 19 51493
1 14 52221
26 36 53709
40 35 54854
11 27 56718
10 42 57175
18 16 57569
17 14 57569
25 9 58043
7 37 58149
20 17 59057
18 33 61083
31 26 61679
35 26 62298
34 15 62599
41 29 63297
28 20 63483
35 4 63768
32 41 63794
8 18 65163
30 26 67234
17 6 67917
19 28 68772
35 1 69369
38 23 72917
18 31 73698
43 39 73734
32 37 73855
4 41 74077
12 14 74235
20 8 74385
4 18 74452
12 23 74818
35 34 74880
31 22 75763
4 13 76248
9 29 76512
9 14 76780
17 25 77254
26 12 77280
11 20 77949
8 7 78504
42 29 78765
42 14 79033
42 32 79262
7 36 80686
20 13 81672
15 8 82069
36 38 82595
42 22 82951
20 26 83513
9 1 84184
31 43 84628
41 33 87446
16 39 87646
27 33 88282
10 13 88601
15 28 89121
25 19 89498
2 12 89756
20 34 90005
23 31 90419
29 15 90491
39 21 90755
14 15 90759
12 22 91364
8 6 92159
29 5 92185
5 14 92453
32 5 92682
6 10 93484
35 9 93928
39 30 95796
9 8 96048
38 30 96120
42 35 96181
14 18 96216
10 29 97497
10 14 97765
38 19 98651
39 3 99457
14 19 100399
32 19 100628
27 31 100897
25 18 103168
39 23 103964
2 31 105357
11 17 105563
9 31 105785
41 26 106477
18 38 106491
15 35 107907
37 20 108355
5 35 109601
22 29 109901
30 32 109917
22 14 110169
12 39 110470
12 21 110912
10 43 111397
12 40 111405
20 38 112399
15 21 113171
5 27 114291
9 27 115168
4 38 115722
16 37 116407
43 21 116892
6 11 116965
19 35 117547
4 37 118008
16 20 118075
10 37 118795
34 12 118798
10 39 118983
31 15 119764
35 39 122231
15 36 122612
43 32 123404
42 4 123415
31 33 124433
7 30 125184
21 31 126513
40 31 127006
9 41 129093
3 9 131206
17 12 131268
19 31 131444
5 10 131859
43 27 132558
38 27 133690
24 28 133749
33 3 134431
9 22 134544
43 34 134858
11 43 134878
5 26 135365
12 15 135365
17 5 136448
24 10 136810
2 19 136969
30 19 136999
21 19 137076
41 12 137264
40 19 137569
10 26 137981
22 24 138346
36 16 138944
7 18 139179
42 41 140360
36 10 141332
37 11 142276
34 1 142346
39 34 142444
13 12 142618
16 12 146868
19 12 147045
42 15 147285
19 43 150486
38 42 150831
12 42 152512
15 38 152557
31 41 152865
3 22 153060
4 30 154070
39 17 157385
5 22 157635
13 5 159063
26 25 159263
11 24 160291
16 9 160299
25 43 160855
6 37 163666
12 5 166152
9 30 166267
5 39 166304
39 41 166410
5 15 169638
1 11 170536
3 19 171633
39 15 173910
10 3 178836
25 24 179542
13 39 181163
43 5 181262
43 9 186068
17 7 186773
5 25 189781
24 15 190476
5 19 190614
30 22 191425
39 6 192427
3 27 196614
3 34 207784
Case #285: 199
27 37 7778
21 16 8433
9 37 16586
4 10 24487
15 27 32175
15 6 39260
9 22 43435
39 4 50891
16 42 55997
14 5 60740
33 21 71102
20 11 71172
6 25 74182
4 35 79077
42 2 91572
35 45 93503
36 27 94399
15 39 95885
45 39 99634
46 5 100099
27 41 100731
2 3 101403
41 39 102192
39 11 104669
34 47 106761
44 9 111571
6 22 116180
46 42 120272
19 47 120370
15 1 120456
36 45 122825
11 37 123685
4 20 124950
45 10 126038
9 8 127551
34 28 127593
13 39 128953
9 35 130737
33 11 131131
39 14 135051
15 12 135075
39 33 136132
15 26 136282
47 35 139038
46 31 141459
20 41 145466
23 1 152043
40 36 153592
22 29 157205
39 5 157921
8 42 158240
6 36 158336
29 16 158801
12 27 159752
47 41 160236
42 35 160678
37 14 160794
14 10 161455
41 8 162622
30 20 163049
17 22 163101
9 10 163272
33 35 164318
29 20 164713
19 27 165944
13 23 169300
47 1 169740
24 39 175432
38 37 175898
10 23 175931
37 4 177463
10 18 177923
47 2 180273
45 34 180761
33 6 181103
17 13 181498
35 31 181865
39 17 182066
26 39 182773
5 10 184325
34 15 184510
13 44 185286
44 42 188825
42 47 190536
43 41 190685
10 34 191209
47 7 193105
6 2 195006
37 31 196336
34 41 196694
20 14 197028
20 1 197366
40 19 197625
46 33 197941
15 16 198691
24 6 199182
34 18 200236
27 23 202112
27 46 202404
21 45 203375
5 22 203983
42 17 203989
7 21 206034
15 47 206737
38 42 207617
42 13 208637
47 45 210486
20 42 212106
33 13 212277
6 5 212409
3 46 212767
38 20 212855
37 18 213449
30 12 214523
24 35 214586
46 24 216020
10 8 216355
7 13 216846
39 34 217613
35 34 217892
8 14 218343
18 8 219238
22 42 219614
11 26 220014
18 16 220351
13 36 221891
3 41 223116
23 26 223120
16 27 223368
33 9 223968
9 2 224327
1 46 224942
38 31 228804
19 39 231222
17 44 231237
20 28 235193
15 3 235584
16 41 237873
7 45 238030
18 25 238614
39 38 239328
20 18 240687
22 31 240801
28 22 242701
9 24 244199
3 35 244314
22 32 244825
14 30 248977
7 40 249865
23 44 251545
41 30 252143
33 30 252983
8 24 253988
18 30 255685
26 5 259697
43 38 260853
19 46 262574
47 5 265313
43 10 266473
44 5 267062
32 9 267320
38 18 268615
2 28 271118
28 45 272506
30 35 273341
14 17 276026
32 27 276128
22 3 279113
34 24 282945
37 28 287706
44 38 288499
47 17 292918
28 4 294315
7 25 294401
29 1 294891
17 24 299737
3 38 300507
32 11 308489
26 30 311891
44 32 312961
26 29 313555
17 32 314799
38 5 316592
33 40 318720
29 46 319849
43 46 321872
36 2 327534
23 7 332624
5 19 332700
19 38 334064
6 32 340065
47 43 348482
24 12 348631
32 19 358526
4 32 362267
26 32 380235
26 28 384035
28 43 436463
43 32 438587
Case #286: 2
4 1 197108
9 4 445726
Case #287: 36
15 13 4255
16 13 12740
1 5 14658
5 13 16462
9 1 17953
9 6 21585
13 1 23958
12 7 32967
7 15 36088
10 11 45860
1 8 51382
2 6 58589
17 10 62876
12 18 64257
18 15 67378
1 10 73487
8 17 78854
8 11 95870
15 14 120464
17 7 121017
10 19 127248
3 14 131447
11 7 138033
9 17 139303
17 18 152307
18 20 166074
11 18 169323
12 2 169629
4 1 188399
7 20 197364
3 10 238994
10 20 242847
4 2 250965
19 18 258514
3 12 316346
20 4 377775
Case #288: Impossible
Case #289: Impossible
Case #290: 18
9 3 1979
4 10 29872
2 3 36415
1 7 60635
6 7 65057
9 8 72657
9 5 107555
6 2 135657
1 8 143624
9 6 170093
2 4 185499
5 6 208776
9 4 219935
8 6 229152
2 1 250717
5 4 258618
5 1 299104
10 1 402432
Case #291: 193
5 15 32245
21 23 34891
4 5 41493
22 5 43946
25 42 50483
22 46 53614
34 15 54344
34 45 58253
37 15 60275
12 23 64512
22 34 66045
30 23 68733
48 7 76090
35 12 81250
15 18 81722
6 23 81916
15 11 83040
34 23 87785
16 30 92554
28 37 95304
16 34 95862
28 15 99519
12 3 101587
37 16 101793
4 28 108767
29 30 109599
5 23 109884
16 23 110106
12 48 117004
20 37 117244
16 26 117436
8 23 120585
13 46 123589
6 33 125382
23 10 127628
42 23 127887
9 4 128514
26 29 128718
20 4 130707
9 22 130967
3 4 132392
7 2 136876
21 5 141723
23 1 144078
15 29 145430
16 3 147181
22 13 150552
29 16 150972
9 3 151486
29 33 154114
22 10 154567
23 9 156199
24 18 161760
1 29 163402
5 30 166317
20 21 166416
47 38 168019
45 12 169917
43 23 170208
33 18 170462
22 1 171017
32 15 171135
29 20 172391
39 17 173811
44 29 173844
23 44 174766
18 25 180137
20 28 181792
48 18 185904
35 29 186628
20 48 189027
19 46 189244
33 15 191254
33 22 193537
28 1 194373
20 25 194794
26 32 197569
15 31 197967
20 30 200258
10 48 201419
25 37 206874
15 7 206922
25 39 207071
25 10 207186
26 18 215920
20 32 218264
41 15 218360
14 34 219420
47 16 221847
17 33 222715
42 13 224801
12 47 226955
15 43 228103
28 25 228637
9 7 229421
11 31 230178
45 25 233493
18 19 234588
16 25 235126
13 35 242676
35 42 242970
8 1 243921
26 20 246083
40 29 248323
40 23 249245
43 37 252062
44 48 253294
48 6 254519
7 40 254905
22 40 255475
24 49 255536
11 30 256337
25 44 259061
18 10 260564
44 45 261096
21 24 261145
26 35 266920
46 14 268668
27 35 269157
47 30 270625
7 26 273334
11 1 274482
17 4 274566
18 1 277014
38 22 278232
39 37 278920
8 11 279210
12 19 280431
48 33 281422
28 17 282866
45 17 287722
19 10 290197
12 32 290287
20 47 291881
8 48 293188
45 2 294925
30 24 294987
39 5 296780
32 41 297880
38 12 299050
27 34 299710
28 38 301560
36 37 303597
19 1 306647
24 6 308170
42 38 309756
15 27 309856
5 2 311553
45 36 311721
24 28 313389
38 35 313724
41 16 324368
44 47 326370
3 38 326399
27 20 326506
41 21 328581
28 2 328837
38 44 341014
28 36 342841
13 40 346159
14 19 347554
31 42 347834
25 41 356959
2 47 357330
2 38 358711
1 31 364025
1 39 365390
8 14 366356
32 48 366471
11 17 366853
10 14 369621
2 18 380556
33 31 386545
36 3 394494
19 17 395168
2 43 395428
39 13 396740
39 44 404750
24 17 405503
38 18 406533
36 35 410922
24 47 420866
36 33 434576
49 13 441174
31 39 449109
27 31 468278
38 19 472411
36 48 497833
28 49 504854
1 49 517532
36 24 521682
43 36 527627
27 49 554026
Case #292: 173
19 22 6918
14 32 11827
32 3 14094
28 26 14479
13 7 15179
9 31 18064
18 2 18114
3 18 18875
26 8 38694
3 4 40100
20 32 44139
30 11 44149
23 2 44711
9 30 45120
14 20 46404
14 25 47294
30 33 47372
32 13 48907
14 7 52259
25 18 54340
1 20 56213
2 20 57472
7 18 59305
5 19 61009
20 16 61739
22 4 62301
19 32 63756
4 2 67527
13 23 70723
9 25 70948
24 18 72165
8 25 73194
33 31 74428
21 2 74869
32 10 76161
22 30 77042
2 19 77089
21 3 78819
24 14 79211
18 8 79643
13 20 83484
31 7 85053
10 2 89494
6 11 90541
6 9 91512
19 23 95134
28 2 95187
13 21 96063
3 17 96801
3 31 96954
13 31 99300
22 21 101020
22 31 104098
12 24 110307
1 13 110328
10 20 110738
28 6 111776
7 30 112109
9 24 113064
6 33 113207
25 30 114126
11 19 114273
19 9 115244
13 16 115854
28 23 116946
11 14 117271
26 18 117798
20 31 118770
21 11 118829
28 11 118956
20 8 119001
17 22 119002
5 3 120214
8 31 120708
25 21 121077
3 28 122194
32 12 122500
2 31 124381
8 7 124856
24 10 126019
4 15 127512
11 32 128141
5 18 129546
24 4 130259
17 11 130746
30 5 131133
9 17 131717
7 5 132874
13 28 133353
12 2 135833
11 20 135863
31 21 135922
19 6 135959
8 10 136931
11 1 137441
11 8 137801
21 10 138331
30 18 138661
12 16 139239
17 30 140709
17 23 142273
16 11 142967
26 33 143805
28 17 145564
14 30 145707
20 30 145826
22 16 146511
17 15 146731
12 13 147753
1 19 147903
8 19 148180
31 26 150528
11 23 150914
23 9 151159
8 16 151533
33 16 152649
8 33 153541
4 1 153665
17 20 154153
25 12 157967
5 31 158189
16 4 159191
16 31 160060
33 12 161225
18 15 164023
29 31 165451
15 32 168804
17 8 169779
1 28 170222
10 15 171065
28 19 171856
6 29 173223
11 5 173600
10 33 174645
26 10 175086
28 15 177797
33 32 181252
9 10 181850
24 17 186960
18 6 189277
23 15 190620
20 6 192218
27 32 193925
15 7 193959
2 33 194585
14 6 196323
29 13 202086
9 15 204922
15 11 205893
2 27 207258
29 16 208057
10 30 210041
23 33 212630
25 27 213266
15 31 214661
33 15 215575
22 29 220301
11 12 224342
20 27 228502
15 30 229074
27 7 234357
29 14 239166
32 29 240966
21 29 242047
29 18 245747
30 27 255289
29 20 258744
10 6 260657
24 27 261309
12 6 266836
28 29 267314
27 12 292771
12 29 336244
Case #293: 200
15 24 4963
8 35 15051
7 6 21001
25 38 34451
29 38 36672
14 11 39061
3 21 41644
20 42 44415
29 6 47109
31 35 47705
24 5 52164
15 23 52193
2 33 55559
25 6 63024
8 26 70539
25 10 72287
36 31 73677
18 24 74319
25 15 83914
5 6 89811
8 39 90199
15 36 91008
11 15 93572
11 17 101009
4 20 104743
42 2 105697
9 35 106063
24 8 109021
29 36 110127
15 4 110197
32 15 112113
23 38 114114
7 10 114310
36 30 117851
4 40 118564
15 35 119109
7 27 120787
23 18 121549
14 18 123867
39 15 124853
11 42 126336
5 40 126630
29 41 127322
9 24 130629
9 23 130892
10 8 132611
15 20 133258
38 43 133860
42 33 133939
43 10 134789
41 35 136478
22 39 136509
8 30 137815
39 27 141863
9 2 142520
34 31 144514
27 14 145385
36 14 145519
22 6 145799
20 27 146541
38 40 146844
8 6 147042
16 23 149078
9 37 149494
7 21 149952
24 10 151238
18 2 154437
38 11 155493
27 15 155722
41 15 156081
35 43 156996
3 18 157392
25 16 158187
5 32 159314
30 9 159423
33 17 159991
25 27 162810
24 34 162838
21 2 166883
37 24 167503
23 43 167923
12 3 169488
9 33 170762
42 22 172455
7 42 172585
26 16 173906
27 30 176174
27 40 176367
1 22 176908
7 1 177038
32 18 181469
18 29 183369
22 35 183716
27 10 184275
1 11 184390
10 41 184634
31 5 184851
43 33 185252
4 11 186664
31 30 187266
25 8 187972
1 38 188029
16 15 188527
5 27 189597
30 41 189838
3 11 190595
22 18 192006
22 5 193608
32 8 195638
30 42 196246
26 7 196805
34 10 197198
16 9 197212
26 37 198425
12 24 199035
12 36 199276
1 27 199343
29 4 200290
17 18 202714
40 20 202761
32 42 203422
34 14 206892
38 21 207788
10 21 208717
15 21 209632
24 1 210545
2 32 212045
3 39 212889
43 9 216057
41 32 218057
5 42 219616
14 33 222844
29 26 222913
38 26 223583
35 21 229227
30 1 232425
1 5 232767
28 14 233575
38 17 234321
23 28 235893
32 26 236075
3 22 236714
34 40 237304
41 3 241144
